Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-03 00:00:00-05:00,119.37999725341797,121.94999694824219,115.81999969482422,120.37999725341797,16775300,0.0,0.0
2022-01-04 00:00:00-05:00,119.52999877929688,120.87000274658203,115.7699966430664,119.55999755859375,20824000,0.0,0.0
2022-01-05 00:00:00-05:00,118.0,126.62000274658203,117.69999694824219,121.16000366210938,36651100,0.0,0.0
2022-01-06 00:00:00-05:00,124.26000213623047,128.39999389648438,123.46499633789062,126.62999725341797,32045800,0.0,0.0
2022-01-07 00:00:00-05:00,130.24000549316406,133.8800048828125,128.17999267578125,129.80999755859375,38113000,0.0,0.0
2022-01-10 00:00:00-05:00,131.99000549316406,132.60000610351562,126.2300033569336,128.3000030517578,23372200,0.0,0.0
2022-01-11 00:00:00-05:00,129.2100067138672,134.22999572753906,127.47000122070312,132.19000244140625,23616400,0.0,0.0
2022-01-12 00:00:00-05:00,136.02000427246094,138.6999969482422,135.5850067138672,137.41000366210938,25961100,0.0,0.0
2022-01-13 00:00:00-05:00,135.1999969482422,135.9199981689453,131.3000030517578,131.3699951171875,19887700,0.0,0.0
2022-01-14 00:00:00-05:00,132.80999755859375,134.36000061035156,129.35000610351562,131.57000732421875,18614900,0.0,0.0
2022-01-18 00:00:00-05:00,126.2699966430664,132.1300048828125,124.81999969482422,128.60000610351562,26122200,0.0,0.0
2022-01-19 00:00:00-05:00,128.10000610351562,130.86000061035156,127.12999725341797,127.73999786376953,14665200,0.0,0.0
2022-01-20 00:00:00-05:00,135.77000427246094,136.75,130.67999267578125,131.02999877929688,28966400,0.0,0.0
2022-01-21 00:00:00-05:00,128.22999572753906,128.9600067138672,122.52100372314453,123.2300033569336,26341400,0.0,0.0
2022-01-24 00:00:00-05:00,119.31999969482422,120.77999877929688,115.31999969482422,120.37000274658203,28509300,0.0,0.0
2022-01-25 00:00:00-05:00,119.91000366210938,122.45999908447266,118.04000091552734,119.13999938964844,22224100,0.0,0.0
2022-01-26 00:00:00-05:00,120.93000030517578,120.93000030517578,112.96199798583984,113.37000274658203,27513200,0.0,0.0
2022-01-27 00:00:00-05:00,113.11000061035156,114.54000091552734,110.2699966430664,111.79000091552734,21472700,0.0,0.0
2022-01-28 00:00:00-05:00,113.25,115.31999969482422,110.05999755859375,115.2300033569336,18892400,0.0,0.0
2022-01-31 00:00:00-05:00,118.16999816894531,125.87000274658203,117.5,125.79000091552734,20346500,0.0,0.0
2022-02-01 00:00:00-05:00,124.80999755859375,128.0,122.97000122070312,127.22000122070312,15036100,0.0,0.0
2022-02-02 00:00:00-05:00,127.62999725341797,127.62999725341797,121.16999816894531,122.87999725341797,14050100,0.0,0.0
2022-02-03 00:00:00-05:00,121.55000305175781,125.2699966430664,120.7300033569336,123.47000122070312,16651500,0.0,0.0
2022-02-04 00:00:00-05:00,121.2699966430664,123.94000244140625,119.66000366210938,122.22000122070312,13538200,0.0,0.0
2022-02-07 00:00:00-05:00,116.0999984741211,116.55000305175781,113.5999984741211,114.81999969482422,28589200,0.0,0.0
2022-02-08 00:00:00-05:00,118.16000366210938,122.23999786376953,116.80000305175781,121.9000015258789,22340500,0.0,0.0
2022-02-09 00:00:00-05:00,123.08999633789062,126.80000305175781,121.94000244140625,126.5,18253600,0.0,0.0
2022-02-10 00:00:00-05:00,124.11000061035156,128.33999633789062,123.4000015258789,123.9800033569336,16116600,0.0,0.0
2022-02-11 00:00:00-05:00,125.33499908447266,126.72000122070312,121.94000244140625,122.25,13889900,0.0,0.0
2022-02-14 00:00:00-05:00,120.55999755859375,122.38400268554688,119.37000274658203,121.91999816894531,13154900,0.0,0.0
2022-02-15 00:00:00-05:00,123.7699966430664,126.80500030517578,123.37799835205078,126.23999786376953,14634700,0.0,0.0
2022-02-16 00:00:00-05:00,125.61000061035156,127.58000183105469,124.51000213623047,125.55999755859375,17993300,0.0,0.0
2022-02-17 00:00:00-05:00,125.0,129.39999389648438,124.05599975585938,124.43000030517578,15906000,0.0,0.0
2022-02-18 00:00:00-05:00,120.87999725341797,120.87999725341797,117.19999694824219,118.98999786376953,21201400,0.0,0.0
2022-02-22 00:00:00-05:00,114.0,114.8499984741211,112.05999755859375,112.93000030517578,21755100,0.0,0.0
2022-02-23 00:00:00-05:00,115.0999984741211,115.4000015258789,109.5999984741211,109.72000122070312,24489200,0.0,0.0
2022-02-24 00:00:00-05:00,100.0739974975586,108.94999694824219,100.0199966430664,108.93000030517578,35294700,0.0,0.0
2022-02-25 00:00:00-05:00,107.88999938964844,108.55000305175781,104.0,107.94000244140625,21428400,0.0,0.0
2022-02-28 00:00:00-05:00,105.97000122070312,107.48999786376953,103.63999938964844,105.19000244140625,23063500,0.0,0.0
2022-03-01 00:00:00-05:00,105.8499984741211,111.25,105.8499984741211,107.08999633789062,21218500,0.0,0.0
2022-03-02 00:00:00-05:00,107.38999938964844,107.38999938964844,103.23999786376953,105.41999816894531,20791800,0.0,0.0
2022-03-03 00:00:00-05:00,106.02999877929688,106.62999725341797,101.06999969482422,102.05000305175781,21725900,0.0,0.0
2022-03-04 00:00:00-05:00,100.29000091552734,104.38999938964844,99.33000183105469,100.5999984741211,24574700,0.0,0.0
2022-03-07 00:00:00-05:00,99.55999755859375,103.36000061035156,98.5999984741211,98.66000366210938,20679400,0.0,0.0
